freq_hz,adc_b
3.662221137119663181e+05,8.137174637932480985e-04
3.700369273964659660e+05,1.886343356654053799e-05
3.738517410809656139e+05,5.315514957748445788e-04
3.776665547654652619e+05,1.398200771833114281e-08
3.814813684499649098e+05,4.844908621415145561e-04
3.852961821344645577e+05,2.488868261182792553e-05
3.891109958189642057e+05,7.311469138184912642e-04
3.929258095034638536e+05,2.163293732153186573e-06
3.967406231879635016e+05,5.833418288087064774e-04
4.005554368724631495e+05,1.560351279778562298e-06
4.043702505569627974e+05,6.551807197840884504e-04
4.081850642414624454e+05,5.131452055045776365e-05
4.119998779259620933e+05,7.213085369045426753e-04
4.158146916104617412e+05,3.373059706485274255e-05
4.196295052949613892e+05,3.057754555606359732e-04
4.234443189794610371e+05,5.339494001512613353e-05
4.272591326639606850e+05,6.854844555099396481e-04
4.310739463484603330e+05,1.896970377909097143e-05
4.348887600329599809e+05,5.249453364983302540e-04
4.387035737174596288e+05,9.393841152652991196e-06
4.425183874019592768e+05,4.192098605637165640e-04
4.463332010864589247e+05,2.606515922700262784e-06
4.501480147709585726e+05,5.162269892651494534e-04
4.539628284554582206e+05,2.352507095311041441e-05
4.577776421399578685e+05,3.048068770865156344e-04
4.615924558244575164e+05,1.033702558442467091e-05
4.654072695089571644e+05,4.024436372032181371e-04
4.692220831934568123e+05,8.284890469378650959e-06
4.730368968779564602e+05,4.125497837476436720e-04
4.768517105624561082e+05,1.316294690411921872e-06
4.806665242469557561e+05,3.991753640530644812e-04
4.844813379314554040e+05,2.964378489048490675e-06
4.882961516159550520e+05,4.728826244413807545e-04
4.921109653004546999e+05,1.854979689165285625e-05
4.959257789849543478e+05,3.547481014785197596e-04
4.997405926694539958e+05,2.161181179794993965e-06
5.035554063539536437e+05,3.839318163914178547e-04
5.073702200384532916e+05,5.757357072022360881e-07
5.111850337229529396e+05,4.105814731453175537e-04
5.149998474074525875e+05,1.955513986750171378e-05
5.188146610919522354e+05,2.586668794223452822e-04
5.226294747764518834e+05,2.556039610014824171e-05
5.264442884609515313e+05,4.397548504020957387e-04
5.302591021454512374e+05,7.705602230333564336e-06
5.340739158299508272e+05,3.607656262802634681e-04
5.378887295144505333e+05,3.265402271318711461e-05
5.417035431989501230e+05,3.721246035289748873e-04
5.455183568834498292e+05,1.768364926484607618e-05
5.493331705679494189e+05,3.422477114996643659e-04
5.531479842524491251e+05,9.201568645709364466e-06
5.569627979369487148e+05,3.817047850777247433e-04
5.607776116214484209e+05,7.902385895283394469e-06
5.645924253059480106e+05,3.580313437816372464e-04
5.684072389904477168e+05,3.836888006393329451e-06
5.722220526749473065e+05,3.351284123220914213e-04
5.760368663594470127e+05,1.290893172629975339e-05
5.798516800439466024e+05,3.550359284035442195e-04
5.836664937284463085e+05,3.624352749615206798e-06
5.874813074129458982e+05,2.887188336604507130e-04
5.912961210974456044e+05,1.932820192923103203e-05
5.951109347819451941e+05,4.091582963880588592e-04
5.989257484664449003e+05,8.096312794724664982e-06
6.027405621509444900e+05,3.097924093109675299e-04
6.065553758354441961e+05,2.433409270253636633e-05
6.103701895199437859e+05,3.532614567186408844e-04
6.141850032044434920e+05,2.987634646470740097e-05
6.179998168889430817e+05,4.116397385395399017e-04
6.218146305734427879e+05,2.139313735074112202e-05
6.256294442579423776e+05,4.447527964886078969e-04
6.294442579424420837e+05,2.229990819393291119e-05
6.332590716269416735e+05,4.441096298945157645e-04
6.370738853114413796e+05,3.716283302748702512e-05
6.408886989959409693e+05,6.214399317529869377e-04
6.447035126804406755e+05,4.122313110089504090e-05
6.485183263649402652e+05,7.915896924748220447e-04
6.523331400494399713e+05,1.366432843226025840e-04
6.561479537339395611e+05,1.630321400955423708e-03
6.599627674184392672e+05,4.963420539084065870e-04
6.637775811029388569e+05,1.426062620745540202e-02
6.675923947874385631e+05,1.727001521981783375e-02
6.714072084719381528e+05,2.826853712107689053e-03
6.752220221564378589e+05,2.193485277865127238e-04
6.790368358409374487e+05,2.767204486131620198e-04
6.828516495254371548e+05,6.551094935070403468e-05
6.866664632099367445e+05,1.670122548556754558e-04
6.904812768944364507e+05,3.939218893229980270e-05
6.942960905789360404e+05,9.604188730749189668e-05
6.981109042634357465e+05,2.774525234746884138e-05
7.019257179479353363e+05,1.235082523762013555e-04
7.057405316324350424e+05,3.119202940568890496e-05
7.095553453169346321e+05,6.221455644777136227e-05
7.133701590014343383e+05,9.964554736407229283e-06
7.171849726859339280e+05,7.211458017690405853e-05
7.209997863704336341e+05,9.957486191449270454e-07
7.248146000549332239e+05,9.644288741193959554e-05
7.286294137394329300e+05,1.753002235172308043e-06
7.324442274239326362e+05,1.129384935551182111e-04
7.362590411084322259e+05,7.176664425248975442e-06
7.400738547929319320e+05,1.041166726005772480e-04
7.438886684774315218e+05,1.149008284444235399e-05
7.477034821619312279e+05,8.123950978133105281e-05
7.515182958464308176e+05,2.436308135959693247e-06
7.553331095309305238e+05,9.552586755610856771e-05
7.591479232154301135e+05,5.215378292281998971e-06
7.629627368999298196e+05,7.764053963367396362e-05
7.667775505844294094e+05,3.825805133924603117e-06
7.705923642689291155e+05,1.162463631192773748e-04
7.744071779534287052e+05,1.696579045912168820e-06
7.782219916379284114e+05,1.033988658706962843e-04
7.820368053224280011e+05,1.673699638907859570e-06
7.858516190069277072e+05,1.232367199493777671e-04
7.896664326914272970e+05,8.648557601479946993e-06
7.934812463759270031e+05,8.460296727016777146e-05
7.972960600604265928e+05,2.514897985984157890e-06
8.011108737449262990e+05,7.839111196839876111e-05
8.049256874294258887e+05,3.363245450024745600e-07
8.087405011139255948e+05,9.290980178629030248e-05
8.125553147984251846e+05,2.117168325593651522e-06
8.163701284829248907e+05,1.156732674041126757e-04
8.201849421674244804e+05,8.778166788992916892e-06
8.239997558519241866e+05,6.724374981837757395e-05
8.278145695364237763e+05,5.620555051771242688e-06
8.316293832209234824e+05,7.496806465792913473e-05
8.354441969054230722e+05,3.973478891731715264e-06
8.392590105899227783e+05,7.575280138218483037e-05
8.430738242744223680e+05,1.135358728311329463e-06
8.468886379589220742e+05,9.612180257296899018e-05
8.507034516434216639e+05,5.597967349960523137e-06
8.545182653279213700e+05,1.429661788306617180e-04
8.583330790124209598e+05,4.142723770648094334e-06
8.621478926969206659e+05,8.490758539924438434e-05
8.659627063814202556e+05,1.440273006905139742e-06
8.697775200659199618e+05,9.998887926925138076e-05
8.735923337504195515e+05,1.976557799798157633e-06
8.774071474349192576e+05,6.321906018066740778e-05
8.812219611194188474e+05,3.904304561926750569e-06
8.850367748039185535e+05,1.488520707051179119e-04
8.888515884884181432e+05,6.974540146270115879e-06
8.926664021729178494e+05,8.698685024638062261e-05
8.964812158574174391e+05,1.899330574028137289e-06
9.002960295419171453e+05,1.154754099748699992e-04
9.041108432264167350e+05,6.290484563674382400e-06
9.079256569109164411e+05,7.644180793408006651e-05
9.117404705954160308e+05,6.573839616548350692e-06
9.155552842799157370e+05,6.584519540737293099e-05
9.193700979644153267e+05,6.540289286107469820e-07
9.231849116489150329e+05,6.729122655616167888e-05
9.269997253334146226e+05,8.710973182990871454e-07
9.308145390179143287e+05,6.324470067037434745e-05
9.346293527024139185e+05,5.744455772865215024e-07
9.384441663869136246e+05,7.328530390432396141e-05
9.422589800714132143e+05,1.468773283541044188e-06
9.460737937559129205e+05,1.013743739982375127e-04
9.498886074404125102e+05,1.124537701124214055e-06
9.537034211249122163e+05,7.387609892312105991e-05
9.575182348094118061e+05,1.125057381989676385e-06
9.613330484939115122e+05,9.453716686484153081e-05
9.651478621784111019e+05,2.606850008217238013e-06
9.689626758629108081e+05,7.340580015869523555e-05
9.727774895474103978e+05,7.601917513888197595e-07
9.765923032319101039e+05,9.294346972323991275e-05
9.804071169164098101e+05,1.134865068567146209e-06
9.842219306009093998e+05,8.444521248160977633e-05
9.880367442854091059e+05,1.627839185655386931e-06
9.918515579699086957e+05,7.504629381907190950e-05
9.956663716544084018e+05,1.650402105999371420e-06
9.994811853389079915e+05,6.499662045458338066e-05
1.003295999023407698e+06,1.357243026841159317e-06
1.007110812707907287e+06,6.157305296881714594e-05
1.010925626392406994e+06,2.742556721991837285e-06
1.014740440076906583e+06,7.487798954011963928e-05
1.018555253761406289e+06,2.193621966257154924e-07
1.022370067445905879e+06,8.389973141034888959e-05
1.026184881130405585e+06,5.300474181795705028e-06
1.029999694814905175e+06,5.555001553193238400e-05
1.033814508499404881e+06,1.047555482330648430e-06
1.037629322183904471e+06,7.868466185931394480e-05
1.041444135868404177e+06,2.823844432582018992e-06
1.045258949552903767e+06,5.319150487792695425e-05
1.049073763237403473e+06,4.141637402696891506e-06
1.052888576921903063e+06,7.162297409408573373e-05
1.056703390606402652e+06,8.134227394923616409e-07
1.060518204290902475e+06,6.541742514355886734e-05
1.064333017975402065e+06,5.144416577745882524e-07
1.068147831659901654e+06,6.019150460899468541e-05
1.071962645344401244e+06,2.420872460632024567e-07
1.075777459028901067e+06,6.227796140486350270e-05
1.079592272713400656e+06,3.152971802598472738e-07
1.083407086397900246e+06,6.166067775980528542e-05
1.087221900082399836e+06,1.991372834956019863e-06
1.091036713766899658e+06,6.432530511878027646e-05
1.094851527451399248e+06,1.663136337813637829e-06
1.098666341135898838e+06,4.416795781753070534e-05
1.102481154820398428e+06,3.658127022308457263e-07
1.106295968504898250e+06,5.855240218401633313e-05
1.110110782189397840e+06,9.487226084801893094e-09
1.113925595873897430e+06,6.030592827787455699e-05
1.117740409558397019e+06,3.808481571367473387e-07
1.121555223242896842e+06,5.916969988526658565e-05
1.125370036927396432e+06,6.912296324555102495e-07
1.129184850611896021e+06,5.400098531725086337e-05
1.132999664296395611e+06,5.180135540447136970e-07
1.136814477980895434e+06,6.768672109327768835e-05
1.140629291665395023e+06,5.838287772390845103e-09
1.144444105349894613e+06,6.945046458878526994e-05
1.148258919034394203e+06,3.431759812157414534e-06
1.152073732718894025e+06,6.408302342386529445e-05
1.155888546403393615e+06,6.978209059963546237e-07
1.159703360087893205e+06,4.735793340325982940e-05
1.163518173772392794e+06,8.583488614409948967e-07
1.167332987456892617e+06,7.298968422494193844e-05
1.171147801141392207e+06,1.258462041758890434e-06
1.174962614825891796e+06,6.300202758328044483e-05
1.178777428510391386e+06,7.017340336018378415e-06
1.182592242194891209e+06,5.312714033183154477e-05
1.186407055879390799e+06,3.227567375225870384e-06
1.190221869563890388e+06,6.367137663481926011e-05
1.194036683248389978e+06,4.172617814174239980e-07
1.197851496932889801e+06,6.444433913488259273e-05
1.201666310617389390e+06,9.800877838409749559e-07
1.205481124301888980e+06,9.184024389714815265e-05
1.209295937986388570e+06,2.749868002800792040e-06
1.213110751670888392e+06,9.785301808472348360e-05
1.216925565355387982e+06,6.414377871960215854e-06
1.220740379039887572e+06,6.459336380984903711e-05
1.224555192724387394e+06,3.888756284293935853e-06
1.228370006408886984e+06,5.487321608859200824e-05
1.232184820093386574e+06,2.649418339577834574e-06
1.235999633777886163e+06,6.288695900746401094e-05
1.239814447462385986e+06,3.832166144009717511e-06
1.243629261146885576e+06,5.737454611654494726e-05
1.247444074831385165e+06,8.618367569656489421e-06
1.251258888515884755e+06,2.872722605386563333e-05
1.255073702200384578e+06,3.807410660989745912e-07
1.258888515884884167e+06,6.202327313844230978e-05
1.262703329569383757e+06,1.566619710499609350e-06
1.266518143253883347e+06,4.872901138766193210e-05
1.270332956938383169e+06,1.869345453078673548e-06
1.274147770622882759e+06,6.780967807903666000e-05
1.277962584307382349e+06,3.471405419860187990e-06
1.281777397991881939e+06,5.263685923015995846e-05
1.285592211676381761e+06,4.046974796368794454e-07
1.289407025360881351e+06,8.484642654721902104e-05
1.293221839045380941e+06,2.440908162770724134e-06
1.297036652729880530e+06,8.729732703442655880e-05
1.300851466414380353e+06,3.849847322611758005e-06
1.304666280098879943e+06,9.393421198168917254e-05
1.308481093783379532e+06,5.915495500106465827e-06
1.312295907467879122e+06,1.232695264855413224e-04
1.316110721152378945e+06,1.971583672927380924e-05
1.319925534836878534e+06,1.707906471669520094e-04
1.323740348521378124e+06,6.582123910388558159e-05
1.327555162205877714e+06,3.861294273775490158e-04
1.331369975890377536e+06,1.426662412230989560e-03
1.335184789574877126e+06,8.853369444504878907e-04
1.338999603259376716e+06,1.303934052287003369e-04
1.342814416943876306e+06,2.371724836103959720e-06
1.346629230628376128e+06,9.659229817674070350e-06
1.350444044312875718e+06,3.212572929601130717e-06
1.354258857997375308e+06,3.824117463972923089e-06
1.358073671681874897e+06,5.352934676842038025e-06
1.361888485366374720e+06,5.855416442051519100e-06
1.365703299050874310e+06,1.412691367581836507e-05
1.369518112735373899e+06,4.428681166415900929e-06
1.373332926419873489e+06,2.045855029396563120e-05
1.377147740104373312e+06,3.287464177692114687e-06
1.380962553788872901e+06,2.558850957011930848e-05
1.384777367473372491e+06,1.512966330573977056e-06
1.388592181157872081e+06,1.554890355639989113e-05
1.392406994842371903e+06,5.914618667667158871e-06
1.396221808526871493e+06,3.045253723509709612e-05
1.400036622211371083e+06,7.714470377756474335e-07
1.403851435895870673e+06,2.515653475361690744e-05
1.407666249580370495e+06,6.675626678286330258e-07
1.411481063264870085e+06,2.338138278789493669e-05
1.415295876949369675e+06,2.694117403961995107e-06
1.419110690633869264e+06,4.406352246492236741e-05
1.422925504318369087e+06,1.294282335205442355e-06
1.426740318002868677e+06,1.969292822285590905e-05
1.430555131687368266e+06,1.063847613808943686e-06
1.434369945371867856e+06,2.520595768841628491e-05
1.438184759056367679e+06,2.346219485249536263e-06
1.441999572740867268e+06,3.227417072243184745e-05
1.445814386425366858e+06,2.543285734192307808e-06
1.449629200109866448e+06,4.337667324112146105e-05
1.453444013794366270e+06,1.808683834993869660e-06
1.457258827478865860e+06,1.613758988318774498e-05
1.461073641163365450e+06,9.141956427797127150e-07
1.464888454847865272e+06,2.140794935016778042e-05
1.468703268532364862e+06,1.243238200423904510e-06
1.472518082216864452e+06,3.127521714058660666e-05
1.476332895901364041e+06,3.847169214583212372e-06
1.480147709585863864e+06,3.608124418646349834e-05
1.483962523270363454e+06,2.098160880371809935e-07
1.487777336954863044e+06,2.437222115928080622e-05
1.491592150639362633e+06,1.455670765745679136e-06
1.495406964323862456e+06,2.223005296718494811e-05
1.499221778008362046e+06,1.591442396651974572e-06
1.503036591692861635e+06,3.299311832770986124e-05
1.506851405377361225e+06,2.009523450369021053e-06
1.510666219061861048e+06,2.957692419622766106e-05
1.514481032746360637e+06,7.239545854343109952e-09
1.518295846430860227e+06,2.612260696023433276e-05
1.522110660115359817e+06,4.410431399424279042e-07
1.525925473799859639e+06,2.075446548760574454e-05
1.529740287484359229e+06,2.698611249491739075e-08
1.533555101168858819e+06,1.750197117530625878e-05
1.537369914853358408e+06,1.154231636438466273e-06
1.541184728537858231e+06,2.160157685609131174e-05
1.544999542222357821e+06,9.393669682655210986e-07
1.548814355906857410e+06,2.112456752928184979e-05
1.552629169591357000e+06,4.572917503161622724e-06
1.556443983275856823e+06,4.052386569421515688e-05
1.560258796960356412e+06,3.706165172627308639e-07
1.564073610644856002e+06,3.622492659229364697e-05
1.567888424329355592e+06,5.810672984330306589e-08
1.571703238013855414e+06,3.080498200682265872e-05
1.575518051698355004e+06,3.006725230578118502e-08
1.579332865382854594e+06,2.643477010030063158e-05
1.583147679067354184e+06,1.405922827197874325e-07
1.586962492751854006e+06,3.453847669886035140e-05
1.590777306436353596e+06,2.960027115517076166e-06
1.594592120120853186e+06,1.750462857395895932e-05
1.598406933805352775e+06,7.562576158237596063e-07
1.602221747489852598e+06,3.016178667861869908e-05
1.606036561174352188e+06,1.131363077761751002e-06
1.609851374858851777e+06,2.658672966040343368e-05
1.613666188543351367e+06,1.669051325920447697e-07
1.617481002227851190e+06,1.789666674024981559e-05
1.621295815912350779e+06,1.752377404857470225e-06
1.625110629596850369e+06,3.738658250918193296e-05
1.628925443281349959e+06,1.199523234329926654e-06
1.632740256965849781e+06,1.774388814784594700e-05
1.636555070650349371e+06,7.859046075853152770e-07
1.640369884334848961e+06,1.782475152393742874e-05
1.644184698019348551e+06,2.405907550999961551e-06
1.647999511703848373e+06,2.501730811971882739e-05
1.651814325388347963e+06,4.635539542749317952e-07
1.655629139072847553e+06,2.387544587686992836e-05
1.659443952757347142e+06,4.664071079357972817e-07
1.663258766441846965e+06,2.068801097321627193e-05
1.667073580126346555e+06,1.321193259382068138e-06
1.670888393810846144e+06,2.703081453678325119e-05
1.674703207495345734e+06,5.961536940539935404e-07
1.678518021179845557e+06,2.697928173877670784e-05
1.682332834864345146e+06,7.729708078225774466e-07
1.686147648548844736e+06,3.354410543480727027e-05
1.689962462233344326e+06,2.853742446100340385e-07
1.693777275917844148e+06,2.451253924920883249e-05
1.697592089602343738e+06,1.979744108045501965e-06
1.701406903286843328e+06,3.289919085297207565e-05
1.705221716971342918e+06,4.355878302687498573e-07
1.709036530655842740e+06,3.140312780935021811e-05
1.712851344340342330e+06,6.716236307021095412e-08
1.716666158024841920e+06,2.448182449444728938e-05
1.720480971709341742e+06,1.044864362389913877e-06
1.724295785393841332e+06,3.783811077828685895e-05
1.728110599078340922e+06,3.628416151432669190e-06
1.731925412762840511e+06,2.315737214118419667e-05
1.735740226447340334e+06,1.674768702270584262e-06
1.739555040131839924e+06,1.721853914296119211e-05
1.743369853816339513e+06,7.390761538148402351e-07
1.747184667500839103e+06,2.285566280862485298e-05
1.750999481185338926e+06,2.509686294047823611e-07
1.754814294869838515e+06,2.707995225303628714e-05
1.758629108554338105e+06,1.251460597933326235e-07
1.762443922238837695e+06,2.265468170201344244e-05
1.766258735923337517e+06,7.782658900908738903e-07
1.770073549607837107e+06,2.294226040801658329e-05
1.773888363292336697e+06,5.870751155218300009e-08
1.777703176976836286e+06,1.949345887204502456e-05
1.781517990661336109e+06,1.475462506076054496e-07
1.785332804345835699e+06,1.820194018529839672e-05
1.789147618030335288e+06,1.645109442206294536e-06
1.792962431714834878e+06,3.199128972670223014e-05
1.796777245399334701e+06,2.181897180868819492e-07
1.800592059083834291e+06,3.519647704443301531e-05
1.804406872768333880e+06,6.338650012583953105e-07
1.808221686452833470e+06,2.835116442296236372e-05
1.812036500137333293e+06,8.936315816673018797e-07
1.815851313821832882e+06,2.043123312469667235e-05
1.819666127506332472e+06,2.684558191745267287e-07
1.823480941190832062e+06,1.852994017476322208e-05
1.827295754875331884e+06,1.350190494683729271e-06
1.831110568559831474e+06,2.593632533008851193e-05
1.834925382244331064e+06,1.169484615594639972e-06
1.838740195928830653e+06,2.605013701889402641e-05
1.842555009613330476e+06,1.491081485831101815e-06
1.846369823297830066e+06,1.587332505647206032e-05
1.850184636982329655e+06,2.070561005549345361e-06
1.853999450666829245e+06,2.280763794692616125e-05
1.857814264351329068e+06,3.397130240550074052e-07
1.861629078035828657e+06,1.969866588716130852e-05
1.865443891720328247e+06,6.214835857401268660e-07
1.869258705404827837e+06,2.246595430042926312e-05
1.873073519089327659e+06,2.759590071176599907e-06
1.876888332773827249e+06,2.289838803121840692e-05
1.880703146458326839e+06,3.179862300902659162e-06
1.884517960142826429e+06,1.651669759329276490e-05
1.888332773827326251e+06,3.189159894379446822e-07
1.892147587511825841e+06,2.283025146734795182e-05
1.895962401196325431e+06,1.876439740065782586e-06
1.899777214880825020e+06,2.528147640073419381e-05
1.903592028565324843e+06,9.911070808041802612e-07
1.907406842249824433e+06,1.437923704549064715e-05
1.911221655934324022e+06,7.858899982442400951e-08
1.915036469618823612e+06,1.882403647140762820e-05
1.918851283303323435e+06,3.535666066804592598e-06
1.922666096987823024e+06,1.556676544603557538e-05
1.926480910672322614e+06,1.792814076036057385e-06
1.930295724356822204e+06,1.750099400746852758e-05
1.934110538041322026e+06,5.406165495586199837e-07
1.937925351725821616e+06,1.821976755880529866e-05
1.941740165410321206e+06,6.881301411224303443e-07
1.945554979094820796e+06,1.657839277548687465e-05
1.949369792779320618e+06,2.269918330851170561e-06
1.953184606463820208e+06,1.843313560236454682e-05
1.956999420148319798e+06,1.445310775730867218e-06
1.960814233832819620e+06,2.182590741041544520e-05
1.964629047517319210e+06,3.271380474881066130e-06
1.968443861201818800e+06,2.348817763325111851e-05
1.972258674886318389e+06,3.133662744130263627e-06
1.976073488570818212e+06,1.223034826439247461e-05
1.979888302255317802e+06,4.423058932746027391e-06
1.983703115939817391e+06,2.137933235107605567e-05
1.987517929624316981e+06,6.713231862525318941e-06
1.991332743308816804e+06,1.044471757366437139e-05
1.995147556993316393e+06,5.621323442117143117e-05
1.998962370677815983e+06,1.243922832225012490e-04
2.002777184362315573e+06,6.442171531671722119e-05
2.006591998046815395e+06,1.742123031752306733e-05
2.010406811731314985e+06,3.427739255528909830e-06
2.014221625415814575e+06,1.043183083889848434e-05
2.018036439100314165e+06,2.106495013057853712e-06
2.021851252784813987e+06,1.117936794645680703e-05
2.025666066469313577e+06,3.645670912538617273e-06
2.029480880153813167e+06,2.070100809109195846e-05
2.033295693838312756e+06,2.403108970614740143e-06
2.037110507522812579e+06,2.532284141834271137e-05
2.040925321207312169e+06,3.097221549805643421e-06
2.044740134891811758e+06,1.618374381187275856e-05
2.048554948576311348e+06,1.056691846694231850e-06
2.052369762260811171e+06,2.011033914677474280e-05
2.056184575945310760e+06,8.798917246484960277e-07
2.059999389629810350e+06,2.555098341149585636e-05
2.063814203314309940e+06,2.520890987799344248e-08
2.067629016998809762e+06,1.687554549651751459e-05
2.071443830683309352e+06,5.435285172059640725e-07
2.075258644367808942e+06,1.971487572344365896e-05
2.079073458052308531e+06,4.257999275771212013e-07
2.082888271736808354e+06,1.774713934119487451e-05
2.086703085421307944e+06,4.672310927724437814e-07
2.090517899105807533e+06,2.554934171513517728e-05
2.094332712790307123e+06,3.857824229721220337e-07
2.098147526474806946e+06,1.540320042466229424e-05
2.101962340159306303e+06,3.240366631234027215e-08
2.105777153843806125e+06,1.281553563681041703e-05
2.109591967528305948e+06,5.498052207041933306e-07
2.113406781212805305e+06,2.136887895939145553e-05
2.117221594897305127e+06,1.364889362074042541e-07
2.121036408581804950e+06,1.489014607594108528e-05
2.124851222266304307e+06,1.677631087207809522e-07
2.128666035950804129e+06,1.570533025945763917e-05
2.132480849635303486e+06,1.316104816790628063e-08
2.136295663319803309e+06,1.501446920898117681e-05
2.140110477004303131e+06,1.703330572635090273e-07
2.143925290688802488e+06,1.465621396760878451e-05
2.147740104373302311e+06,2.275253272705134870e-07
2.151554918057802133e+06,2.010399393012682193e-05
2.155369731742301490e+06,2.543039005245971992e-06
2.159184545426801313e+06,8.597437718119946507e-06
2.162999359111300670e+06,2.108516980643203773e-06
2.166814172795800492e+06,2.303216585061288160e-05
2.170628986480300315e+06,8.344664157730498595e-07
2.174443800164799672e+06,1.375019799916969979e-05
2.178258613849299494e+06,9.622000447714033086e-07
2.182073427533799317e+06,2.272493183384968719e-05
2.185888241218298674e+06,1.719080958828953498e-07
2.189703054902798496e+06,1.519174762150455255e-05
2.193517868587297853e+06,8.754040073507668723e-07
2.197332682271797676e+06,1.998985037377856654e-05
2.201147495956297498e+06,1.309956179318632481e-07
2.204962309640796855e+06,1.317018423705991828e-05
2.208777123325296678e+06,2.320754658474517103e-07
2.212591937009796500e+06,1.350204921270390457e-05
2.216406750694295857e+06,6.599764656072373897e-07
